2620.66	2395.17	2308.15	2172.33	1840.84	1590.02	1572.1	1420.3	1206.4	1023.47	1000.57	1000.62	
2485.11	2270.17	2187.25	2057.79	1741.91	1502.76	1485.68	1340.97	1137.01	963.452	941.58	941.59	
1789.31	1566.49	1471.0	1334.32	1025.5	786.19	768.435	610.662	440.663	58.4048	67.6911	60.9256	
1699.92	1487.53	1396.52	1266.24	971.937	743.807	726.885	576.488	414.42	50.053	58.8557	52.361	
1843.3	1619.96	1525.25	1388.3	1070.09	833.703	816.1	662.035	488.571	104.567	111.077	115.09	
1756.9	1544.03	1453.75	1323.23	1019.93	794.623	777.845	631.002	465.669	99.6653	105.871	109.695	
4535.75	4315.13	4218.92	4085.21	3763.29	3535.85	3517.54	3365.05	3204.71	2831.15	2853.82	2860.1	
4340.55	4130.26	4038.56	3911.12	3604.23	3387.43	3369.98	3224.64	3071.72	2715.59	2737.11	2743.07	
3664.47	3442.55	3347.68	3211.87	2886.92	2657.01	2639.1	2488.84	2321.7	1960.46	1976.25	1984.18	
3492.7	3281.19	3190.76	3061.32	2751.6	2532.47	2515.39	2372.18	2212.88	1868.57	1883.61	1891.18	
4304.46	4083.23	3986.46	3863.22	3544.91	3312.42	3292.94	3126.27	2971.15	2782.49	2775.82	2768.43	
4102.84	3891.98	3799.75	3682.28	3378.9	3157.3	3138.74	2979.87	2832.03	2652.21	2645.85	2638.81	
3117.42	2897.9	2813.09	2669.18	2369.21	2109.31	2090.88	1944.59	1740.49	1524.94	1532.26	1540.36	
2971.3	2762.07	2681.22	2544.05	2258.16	2010.43	1992.88	1853.44	1658.92	1453.5	1460.47	1468.18	
3220.38	2992.98	2901.57	2765.01	2431.32	2188.75	2171.81	2018.78	1821.6	1578.43	1552.72	1550.08	
3066.41	2849.65	2762.53	2632.33	2314.23	2083.01	2066.87	1921.06	1733.0	1501.22	1476.61	1474.12	
1827.57	1606.31	1511.17	1379.56	1022.57	821.731	802.989	667.198	552.149	449.652	451.956	465.809	
1745.46	1534.71	1444.04	1318.8	978.268	787.201	769.287	639.958	530.76	433.691	436.011	449.225	
6187.99	5966.85	5871.96	5736.23	5412.33	5183.34	5165.25	5015.67	4851.55	4496.34	4515.88	4525.33	
5941.69	5730.89	5640.47	5511.07	5202.3	4984.01	4966.78	4824.23	4667.71	4329.34	4347.84	4356.86	
1709.82	1450.43	1376.53	1230.87	893.252	600.2	589.471	454.435	430.208	752.917	731.155	733.622	
1629.69	1382.46	1312.02	1173.19	851.398	572.082	561.857	433.152	410.064	717.646	696.904	699.255	
2826.81	2600.26	2500.61	2361.92	2071.28	1825.92	1809.36	1643.78	1489.27	1250.49	1244.49	1235.46	
2696.71	2480.88	2386.15	2254.2	1975.39	1742.02	1726.18	1568.79	1420.19	1184.68	1179.36	1171.08	
1797.69	1577.89	1481.09	1349.92	1041.12	807.486	788.626	628.105	468.666	104.227	129.336	125.196	
1713.42	1503.93	1411.66	1286.64	992.32	769.635	751.66	598.663	446.697	99.3418	123.274	119.328	
5701.83	5474.11	5382.43	5238.9	4916.98	4669.84	4653.89	4504.46	4307.49	4010.7	3991.13	3991.14	
5446.43	5229.36	5141.92	5005.1	4698.26	4462.8	4447.61	4305.17	4117.63	3834.02	3815.31	3815.3	
1797.87	1575.5	1478.56	1345.16	1032.46	798.096	780.007	620.388	456.948	82.8377	92.4491	83.9075	
1713.59	1501.65	1409.25	1282.11	984.064	760.685	743.444	591.308	435.528	78.9547	88.1156	79.9744	
5515.45	5294.14	5202.53	5063.65	4749.72	4507.2	4489.22	4338.58	4152.72	3780.02	3796.68	3802.58	
5250.1	5039.15	4951.84	4819.44	4520.19	4289.03	4271.9	4128.34	3951.16	3596.08	3611.87	3617.51	
1813.58	1588.91	1493.21	1358.42	1036.99	801.775	784.247	626.894	454.963	116.322	100.414	94.4138	
1728.57	1514.43	1423.22	1294.75	988.382	764.192	747.486	597.509	433.636	110.869	95.7071	89.9881	
1767.33	1545.58	1449.1	1314.61	1003.31	768.983	750.83	592.959	431.316	49.7135	74.0979	74.7478	
1684.49	1473.14	1381.17	1252.99	956.282	732.936	715.635	565.164	411.098	47.3831	70.6246	71.244	
4640.32	4409.4	4319.79	4171.75	3846.21	3592.65	3577.93	3432.85	3226.3	3024.93	2995.17	2997.29	
4425.81	4205.68	4120.25	3979.04	3668.95	3427.15	3413.14	3274.88	3077.91	2885.5	2857.05	2859.04	
3265.04	3039.31	2947.19	2809.1	2491.94	2244.48	2227.37	2071.28	1877.03	1593.72	1577.77	1572.12	
3120.87	2905.69	2817.86	2686.35	2384.41	2148.35	2132.03	1982.94	1797.87	1531.15	1515.6	1509.81	
1815.11	1592.74	1497.16	1361.62	1050.79	812.882	794.945	637.096	466.861	68.5166	83.5518	77.0527	
1730.03	1518.08	1426.98	1297.8	1001.54	774.778	757.683	607.232	444.977	65.3049	79.6352	73.4409	
1751.61	1529.02	1434.88	1299.01	988.742	747.612	729.557	571.551	396.75	49.2102	44.7339	40.3211	
1676.39	1464.23	1374.5	1244.96	949.202	719.383	702.181	551.635	385.033	54.0751	49.8244	45.6719	
1746.82	1522.44	1429.13	1292.86	970.685	732.225	714.531	559.815	381.241	76.9032	49.2723	58.6159	
1664.93	1451.07	1362.14	1232.25	925.184	697.902	681.038	533.573	363.371	73.2983	46.9627	55.8683	
2510.4	2287.71	2195.62	2058.99	1736.69	1497.94	1479.94	1328.28	1146.26	815.313	812.115	822.109	
